DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
88;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;874;14:34;20:13;1213;143;143;312;27;0;0;335;13;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
88;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;421;07:01;10:33;633;101;101;190;22;0;0;205;0;0;0;0;0;0;0;22;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
88;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;874;14:34;20:13;1213;143;143;312;27;0;0;335;13;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
89;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;438;07:18;10:11;611;80;80;173;0;0;0;173;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
89;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;985;16:25;20:54;1254;115;115;226;43;0;0;251;54;0;0;0;0;0;0;43;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
89;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;438;07:18;10:11;611;80;80;173;0;0;0;173;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
89;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;985;16:25;20:54;1254;115;115;226;43;0;0;251;54;0;0;0;0;0;0;43;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
89;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;438;07:18;10:11;611;80;80;173;0;0;0;173;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
89;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;985;16:25;20:54;1254;115;115;226;43;0;0;251;54;0;0;0;0;0;0;43;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
89;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;438;07:18;10:11;611;80;80;173;0;0;0;173;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
89;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;985;16:25;20:54;1254;115;115;226;43;0;0;251;54;0;0;0;0;0;0;43;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
701;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:03;843;231;231;464;94;0;0;535;75;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
701;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:03;843;231;231;464;94;0;0;535;75;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
701;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;G;;;285;04:45;14:03;843;231;231;464;94;0;0;535;75;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
701;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:03;843;231;231;464;94;0;0;535;75;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
701;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:03;843;231;231;464;94;0;0;535;75;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
701;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;341;05:41;12:47;767;154;154;298;128;0;0;382;19;0;0;0;0;0;0;128;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
701;_z;1;P2;Waaslandia;7;School;2225;01/07/2025;05/01/2026;;G;;;552;09:12;18:14;1094;207;207;432;110;0;0;495;0;0;0;0;0;0;0;110;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
702;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:11;851;210;210;441;123;2;0;513;75;0;0;0;0;0;0;125;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
702;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:11;851;210;210;441;123;2;0;513;75;0;0;0;0;0;0;125;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
702;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;296;04:56;13:19;799;200;200;400;76;27;0;443;64;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
702;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:11;851;210;210;441;123;2;0;513;75;0;0;0;0;0;0;125;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
702;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;285;04:45;14:11;851;210;210;441;123;2;0;513;75;0;0;0;0;0;0;125;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
702;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;371;06:11;15:54;954;212;212;430;153;0;0;521;0;0;0;0;0;0;0;153;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
703;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;286;04:46;13:48;828;202;202;412;130;0;0;474;74;0;0;0;0;0;0;130;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
703;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;286;04:46;13:48;828;202;202;412;130;0;0;474;74;0;0;0;0;0;0;130;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
703;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;G;;;316;05:16;14:01;841;185;185;392;110;23;0;449;44;0;0;0;0;0;0;133;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
703;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;286;04:46;13:48;828;202;202;412;130;0;0;474;74;0;0;0;0;0;0;130;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
703;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;286;04:46;13:48;828;202;202;412;130;0;0;474;74;0;0;0;0;0;0;130;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
703;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;375;06:15;14:25;865;176;176;351;122;17;0;411;0;0;0;0;0;0;0;139;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
704;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;325;05:25;14:50;890;181;181;381;169;15;0;465;35;0;0;0;0;0;0;184;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
704;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;325;05:25;14:50;890;181;181;381;169;15;0;465;35;0;0;0;0;0;0;184;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
704;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;G;;;325;05:25;13:47;827;176;176;361;126;15;0;431;35;0;0;0;0;0;0;141;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
704;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;325;05:25;14:50;890;181;181;381;169;15;0;465;35;0;0;0;0;0;0;184;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
704;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;325;05:25;14:50;890;181;181;381;169;15;0;465;35;0;0;0;0;0;0;184;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
704;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;G;;;385;06:25;13:09;789;182;182;371;33;0;0;404;0;0;0;0;0;0;0;33;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
705;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;350;05:50;16:03;963;206;206;461;129;23;0;517;10;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
705;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;350;05:50;16:03;963;206;206;461;129;23;0;517;10;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
705;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;350;05:50;16:03;963;206;206;461;129;23;0;517;10;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
705;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;350;05:50;16:03;963;206;206;461;129;23;0;517;10;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
705;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;350;05:50;16:03;963;206;206;461;129;23;0;517;10;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
705;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;434;07:14;15:34;934;207;207;430;70;0;0;476;0;0;0;0;0;0;0;70;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
706;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;355;05:55;14:33;873;180;180;392;88;38;0;443;5;0;0;0;0;0;0;126;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
706;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;355;05:55;14:33;873;180;180;392;88;38;0;443;5;0;0;0;0;0;0;126;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
706;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;362;06:02;13:08;788;137;137;289;101;36;0;344;0;0;0;0;0;0;0;137;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
706;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;355;05:55;14:33;873;180;180;392;88;38;0;443;5;0;0;0;0;0;0;126;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
706;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;355;05:55;14:33;873;180;180;392;88;38;0;443;5;0;0;0;0;0;0;126;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
706;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;453;07:33;16:10;970;197;197;410;107;0;0;494;0;0;0;0;0;0;0;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
707;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;363;06:03;17:20;1040;227;227;501;137;39;0;578;0;0;0;0;0;0;0;176;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
707;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;363;06:03;17:20;1040;227;227;501;137;39;0;578;0;0;0;0;0;0;0;176;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
707;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;366;06:06;15:33;933;214;214;478;85;4;0;520;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
707;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;363;06:03;17:20;1040;227;227;501;137;39;0;578;0;0;0;0;0;0;0;176;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
707;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;363;06:03;17:20;1040;227;227;501;137;39;0;578;0;0;0;0;0;0;0;176;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
707;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;465;07:45;15:20;920;194;194;357;88;10;0;411;0;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
708;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;366;06:06;15:33;933;214;214;478;85;4;0;520;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
708;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;366;06:06;15:33;933;214;214;478;85;4;0;520;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
708;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;377;06:17;15:11;911;154;154;345;146;43;0;401;0;0;0;0;0;0;0;189;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
708;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;366;06:06;15:33;933;214;214;478;85;4;0;520;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
708;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;366;06:06;15:33;933;214;214;478;85;4;0;520;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
708;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;G;;;518;08:38;18:30;1110;209;209;439;133;20;0;503;0;0;0;0;0;0;0;153;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
709;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;366;06:06;13:11;791;182;182;363;62;0;0;395;0;0;0;0;0;0;0;62;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
709;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;366;06:06;13:11;791;182;182;363;62;0;0;395;0;0;0;0;0;0;0;62;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
709;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;383;06:23;15:09;909;163;163;316;153;57;0;376;0;0;0;0;0;0;0;210;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
709;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;366;06:06;13:11;791;182;182;363;62;0;0;395;0;0;0;0;0;0;0;62;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
709;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;366;06:06;13:11;791;182;182;363;62;0;0;395;0;0;0;0;0;0;0;62;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
709;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;G;;;537;08:57;17:40;1060;200;200;429;93;1;0;490;0;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
710;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;380;06:20;14:23;863;184;184;380;94;9;0;435;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
710;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;380;06:20;14:23;863;184;184;380;94;9;0;435;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
710;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;355;05:55;13:47;827;141;141;309;163;0;0;407;5;0;0;0;0;0;0;163;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
710;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;380;06:20;14:23;863;184;184;380;94;9;0;435;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
710;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;380;06:20;14:23;863;184;184;380;94;9;0;435;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
711;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;318;05:18;13:42;822;202;202;420;84;0;0;493;42;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
712;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;407;06:47;17:18;1038;190;190;438;167;26;0;521;0;0;0;0;0;0;0;193;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
730;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;667;11:07;20:09;1209;208;208;401;98;43;0;458;9;0;0;0;0;0;0;141;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
730;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;667;11:07;20:09;1209;207;207;401;98;43;0;458;9;0;0;0;0;0;0;141;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
730;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;701;11:41;19:21;1161;163;163;356;83;21;0;400;0;0;0;0;0;0;0;104;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
730;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;667;11:07;20:09;1209;207;207;401;98;43;0;458;9;0;0;0;0;0;0;141;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
730;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;667;11:07;20:09;1209;207;207;401;98;43;0;458;9;0;0;0;0;0;0;141;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
730;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;G;;;819;13:39;22:10;1330;202;202;418;93;0;0;472;130;0;0;0;0;0;0;93;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
731;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;776;12:56;21:04;1264;187;187;394;88;6;0;439;64;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
731;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;776;12:56;21:04;1264;187;187;394;88;6;0;439;64;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
731;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;705;11:45;21:04;1264;211;211;455;98;6;0;510;64;0;0;0;0;0;0;104;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
731;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;776;12:56;21:04;1264;187;187;394;88;6;0;439;64;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
731;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;776;12:56;21:04;1264;187;187;394;88;6;0;439;64;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
731;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;G;;;630;10:30;19:25;1165;172;172;373;135;27;0;443;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
731;_z;1;P2;Waaslandia;7;School;7422;01/07/2025;05/01/2026;;G;;;654;10:54;20:00;1200;185;185;372;163;11;0;421;0;0;0;0;0;0;0;174;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
732;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;G;;;820;13:40;20:26;1226;162;162;329;77;0;0;383;26;0;0;0;0;0;0;77;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
732;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;G;;;820;13:40;20:26;1226;162;162;329;77;0;0;383;26;0;0;0;0;0;0;77;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
732;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;929;15:29;01:00>;1500;225;225;418;93;0;0;480;240;46;14;0;0;60;60;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
732;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;G;;;820;13:40;20:26;1226;162;162;329;77;0;0;383;26;0;0;0;0;0;0;77;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
732;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;G;;;820;13:40;20:26;1226;162;162;329;77;0;0;383;26;0;0;0;0;0;0;77;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
732;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;G;;;731;12:11;21:29;1289;213;213;423;135;0;0;512;89;0;0;0;0;0;0;135;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
733;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;866;14:26;00:09>;1449;205;205;429;137;8;0;491;240;9;0;0;0;9;9;145;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
733;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;866;14:26;00:09>;1449;205;205;429;137;8;0;491;240;9;0;0;0;9;9;145;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
733;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;G;;;930;15:30;23:20;1400;180;180;394;76;0;0;435;200;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
733;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;866;14:26;00:09>;1449;205;205;429;137;8;0;491;240;9;0;0;0;9;9;145;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
733;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;866;14:26;00:09>;1449;205;205;429;137;8;0;491;240;9;0;0;0;9;9;145;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
733;z_;1;P2;Waaslandia;6;School;7422;01/07/2025;05/01/2026;;G;;;785;13:05;22:41;1361;211;211;395;136;45;0;457;161;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
734;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;934;15:34;00:46>;1486;240;240;424;82;0;0;475;240;46;0;0;0;46;46;82;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
734;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;934;15:34;00:46>;1486;240;240;424;82;0;0;475;240;46;0;0;0;46;46;82;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
734;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;984;16:24;00:27>;1467;216;216;403;53;0;0;427;240;27;0;0;0;27;27;53;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
734;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;934;15:34;00:46>;1486;240;240;424;82;0;0;475;240;46;0;0;0;46;46;82;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
734;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;934;15:34;00:46>;1486;240;240;424;82;0;0;475;240;46;0;0;0;46;46;82;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
734;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;G;;;788;13:08;23:03;1383;224;224;463;132;0;0;543;183;0;0;0;0;0;0;132;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
735;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;941;15:41;23:16;1396;184;184;357;98;0;0;406;196;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
735;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;941;15:41;23:16;1396;184;184;357;98;0;0;406;196;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
