DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
767;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;787;13:07;19:04;1144;142;142;310;47;0;0;329;0;0;0;0;0;0;0;47;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
768;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;08:47;527;54;54;121;0;0;0;121;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
768;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;800;13:20;18:24;1104;98;98;224;45;35;0;239;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
768;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;08:47;527;54;54;121;0;0;0;121;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
768;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;800;13:20;18:24;1104;98;98;224;45;35;0;239;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
768;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;405;06:45;08:52;532;64;64;127;0;0;0;127;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
768;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;693;11:33;18:13;1093;154;154;320;80;0;0;365;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
768;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;08:47;527;54;54;121;0;0;0;121;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
768;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;800;13:20;18:24;1104;98;98;224;45;35;0;239;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
768;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;08:47;527;54;54;121;0;0;0;121;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
768;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;800;13:20;18:24;1104;98;98;224;45;35;0;239;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
769;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;383;06:23;08:49;529;66;66;129;17;0;0;144;0;0;0;0;0;0;0;17;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
769;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;G;;;942;15:42;19:38;1178;114;114;205;31;0;0;220;0;0;0;0;0;0;0;31;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
769;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;383;06:23;08:49;529;66;66;129;17;0;0;144;0;0;0;0;0;0;0;17;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
769;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;G;;;942;15:42;19:38;1178;114;114;205;31;0;0;220;0;0;0;0;0;0;0;31;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
769;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;393;06:33;08:46;526;62;62;129;4;0;0;133;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
769;__w__;2;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;708;11:48;19:25;1165;148;148;343;111;3;0;413;0;0;0;0;0;0;0;114;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
769;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;383;06:23;08:49;529;66;66;129;17;0;0;144;0;0;0;0;0;0;0;17;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
769;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;G;;;942;15:42;19:38;1178;114;114;205;31;0;0;220;0;0;0;0;0;0;0;31;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
769;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;383;06:23;08:49;529;66;66;129;17;0;0;144;0;0;0;0;0;0;0;17;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
769;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;G;;;942;15:42;19:38;1178;114;114;205;31;0;0;220;0;0;0;0;0;0;0;31;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
770;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;393;06:33;08:46;526;62;62;129;4;0;0;133;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
770;m____;2;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;928;15:28;19:16;1156;101;101;205;23;0;0;222;0;0;0;0;0;0;0;23;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
770;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;393;06:33;08:46;526;62;62;129;4;0;0;133;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
770;_d___;2;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;928;15:28;19:16;1156;101;101;205;23;0;0;222;0;0;0;0;0;0;0;23;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
770;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;G;;;380;06:20;08:28;508;57;57;128;0;0;0;128;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
770;__w__;2;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;710;11:50;19:10;1150;151;151;349;91;0;0;413;0;0;0;0;0;0;0;91;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
770;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;393;06:33;08:46;526;62;62;129;4;0;0;133;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
770;___d_;2;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;928;15:28;19:16;1156;101;101;205;23;0;0;222;0;0;0;0;0;0;0;23;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
770;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;393;06:33;08:46;526;62;62;129;4;0;0;133;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
770;____v;2;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;928;15:28;19:16;1156;101;101;205;23;0;0;222;0;0;0;0;0;0;0;23;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
771;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;G;;;405;06:45;12:11;731;117;117;237;66;23;0;267;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
771;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;921;15:21;18:43;1123;83;83;198;4;0;0;202;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
771;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;G;;;405;06:45;12:11;731;117;117;237;66;23;0;267;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
771;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;921;15:21;18:43;1123;83;83;198;4;0;0;202;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
771;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;413;06:53;08:41;521;49;49;108;0;0;0;108;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
771;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;20:28;1228;110;110;316;157;0;0;437;28;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
771;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;G;;;405;06:45;12:11;731;117;117;237;66;23;0;267;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
771;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;921;15:21;18:43;1123;83;83;198;4;0;0;202;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
771;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;G;;;405;06:45;12:11;731;117;117;237;66;23;0;267;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
771;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;921;15:21;18:43;1123;83;83;198;4;0;0;202;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
772;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;11:25;685;106;106;229;50;0;0;259;0;0;0;0;0;0;0;50;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
772;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;941;15:41;19:45;1185;95;95;202;42;0;0;230;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
772;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;11:25;685;106;106;229;50;0;0;259;0;0;0;0;0;0;0;50;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
772;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;941;15:41;19:45;1185;95;95;202;42;0;0;230;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
772;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;11:25;685;106;106;229;50;0;0;259;0;0;0;0;0;0;0;50;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
772;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;941;15:41;19:45;1185;95;95;202;42;0;0;230;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
772;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;406;06:46;11:25;685;106;106;229;50;0;0;259;0;0;0;0;0;0;0;50;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
772;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;941;15:41;19:45;1185;95;95;202;42;0;0;230;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
773;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;G;;;413;06:53;08:41;521;49;49;108;0;0;0;108;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
773;m____;2;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;856;14:16;20:10;1210;124;124;278;72;4;0;310;10;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
773;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;G;;;413;06:53;08:41;521;49;49;108;0;0;0;108;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
773;_d___;2;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;856;14:16;20:10;1210;124;124;278;72;4;0;310;10;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
773;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;G;;;413;06:53;08:41;521;49;49;108;0;0;0;108;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
773;___d_;2;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;856;14:16;20:10;1210;124;124;278;72;4;0;310;10;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
773;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;G;;;413;06:53;08:41;521;49;49;108;0;0;0;108;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
773;____v;2;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;856;14:16;20:10;1210;124;124;278;72;4;0;310;10;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
